Term in CSV,Other Term in CSV,Similarity Score
penningen,Penningen,89
penningen,presenningen,86
penningen,penning,88
rekenpenningen,Rekenpenningen,93
schellingen,schellingstenen,85
schellingen,stellingen,86
staters,stoters,86
gildepenningen,gildepenning,92
bikkels,sikkels,86
dobbelstenen,Dobbelstenen,92
glissen,Glissen,86
glissen,klissen,86
knikkers,kikkers,93
maskers,masker,92
rammelaars,Rammelaars,90
schaakstukken,schaarstokken,85
speelschijven,Speelschijven,92
speelschijven,sleepschijven,85
speelschijven,steenschijven,85
kunststijlen,Kunststijlen,92
renaissance,Renaissance,91
renaissance,Neorenaissance,88
renaissance,neorenaissance,88
vroege renaissance,hoge renaissance,88
hoge renaissance,vroege renaissance,88
Lodewijk XIV-stijl,Lodewijk-XVI-stijl,89
Lodewijk XIV-stijl,Lodewijk-XIII-stijl,86
Lodewijk XIV-stijl,Lodewijk-XIV-stijl,94
Lodewijk XIV-stijl,Lodewijk-XV-stijl,91
Lodewijk XIV-stijl,Lodewijk-stijl,88
Lodewijk XIV-stijl,Lodewijk XV-stijI,91
Lodewijk XIV-stijl,Lodewijk XVI-stijl,94
Lodewijk XV-stijI,Lodewijk-XVI-stijl,86
Lodewijk XV-stijI,Lodewijk-XIV-stijl,86
Lodewijk XV-stijI,Lodewijk-XV-stijl,88
Lodewijk XV-stijI,Lodewijk XIV-stijl,91
Lodewijk XV-stijI,Lodewijk XVI-stijl,91
Lodewijk XVI-stijl,Lodewijk-XVI-stijl,94
Lodewijk XVI-stijl,Lodewijk-XIII-stijl,86
Lodewijk XVI-stijl,Lodewijk-XIV-stijl,89
Lodewijk XVI-stijl,Lodewijk-XV-stijl,91
Lodewijk XVI-stijl,Lodewijk-stijl,88
Lodewijk XVI-stijl,Lodewijk XIV-stijl,94
Lodewijk XVI-stijl,Lodewijk XV-stijI,91
neostijlen,Neostijlen,90
neostijlen,nokstijlen,90
Willem II gotiek,Willem II-gotiek,94
neorenaissance,Neorenaissance,93
neorenaissance,renaissance,88
chaletstijl,Chaletstijl,91
rationalisme,Nationalisme,92
rationalisme,rationale,86
rationalisme,traditionalisme,89
rationalisme,neorationalisme,89
Americanisme,Amerikanisme,92
expressionisme,Impressionisme,86
Amsterdamse school,Amsterdamse School,94
Art Déco,Art Deco,88
Nieuwe Haagse school,Nieuwe Haagse School,95
traditionalisme,rationalisme,89
Bossche school,Bossche School,93
modernisme,Modernisme,90
modernisme,neomodernisme,87
brutalisme,Brutalisme,90
structuralisme,Poststructuralisme,88
neorationalisme,rationalisme,89
postmodernisme,Postmodernisme,93
deconstructivisme,Constructivisme,88
neomodernisme,modernisme,87
Hollands-classicistische tuinstijl,Frans-classicistische tuinstijl,89
Frans-classicistische tuinstijl,Hollands-classicistische tuinstijl,89
landschapsstijl,Landschapsstijl,93
landschapsstijl,late landschapsstijl,86
late landschapsstijl,landschapsstijl,86
modernistische tuinstijl,postmodernistische tuinstijl,92
postmodernistische tuinstijl,modernistische tuinstijl,92
archeologische perioden,archeologische parken,86
paleolithicum,Paleolithicum,92
paleolithicum,oud paleolithicum,87
oud paleolithicum,Jong paleolithicum,86
oud paleolithicum,paleolithicum,87
oud paleolithicum,jong paleolithicum,86
midden paleolithicum,Midden paleolithicum,95
midden paleolithicum,midden mesolithicum,87
midden paleolithicum,midden neolithicum,89
midden paleolithicum,midden neolithicum A,85
midden paleolithicum,midden neolithicum B,85
jong paleolithicum,Jong paleolithicum,94
jong paleolithicum,oud paleolithicum,86
laat paleolithicum A,laat-paleolithicum,89
laat paleolithicum A,laat paleolithicum B,95
laat paleolithicum A,laat neolithicum A,89
laat paleolithicum B,laat-paleolithicum,89
laat paleolithicum B,laat paleolithicum A,95
laat paleolithicum B,laat neolithicum B,89
mesolithicum,Neolithicum,87
mesolithicum,Mesolithicum,92
mesolithicum,neolithicum,87
vroeg mesolithicum,Vroeg Mesolithicum,89
vroeg mesolithicum,vroeg neolithicum,91
vroeg mesolithicum,vroeg neolithicum A,86
vroeg mesolithicum,vroeg neolithicum B,86
midden mesolithicum,Midden neolithicum,86
midden mesolithicum,midden paleolithicum,87
midden mesolithicum,midden neolithicum,92
midden mesolithicum,midden neolithicum A,87
midden mesolithicum,midden neolithicum B,87
laat mesolithicum,Laat neolithicum,85
laat mesolithicum,laat neolithicum,91
laat mesolithicum,laat neolithicum A,86
laat mesolithicum,laat neolithicum B,86
neolithicum,Neolithicum,91
neolithicum,Mesolithicum,87
neolithicum,mesolithicum,87
vroeg neolithicum,Vroeg Mesolithicum,86
vroeg neolithicum,vroeg mesolithicum,91
vroeg neolithicum,vroeg neolithicum A,94
vroeg neolithicum,vroeg neolithicum B,94
vroeg neolithicum A,vroeg mesolithicum,86
vroeg neolithicum A,vroeg neolithicum,94
vroeg neolithicum A,vroeg neolithicum B,95
vroeg neolithicum B,vroeg mesolithicum,86
vroeg neolithicum B,vroeg neolithicum,94
vroeg neolithicum B,vroeg neolithicum A,95
midden neolithicum,Midden neolithicum,94
midden neolithicum,midden paleolithicum,89
midden neolithicum,midden mesolithicum,92
midden neolithicum,midden neolithicum A,95
midden neolithicum,midden neolithicum B,95
midden neolithicum A,Midden neolithicum,89
midden neolithicum A,midden paleolithicum,85
midden neolithicum A,midden mesolithicum,87
midden neolithicum A,midden neolithicum,95
midden neolithicum A,midden neolithicum B,95
midden neolithicum B,Midden neolithicum,89
midden neolithicum B,midden paleolithicum,85
midden neolithicum B,midden mesolithicum,87
midden neolithicum B,midden neolithicum,95
midden neolithicum B,midden neolithicum A,95
laat neolithicum,Laat neolithicum,94
laat neolithicum,laat mesolithicum,91
laat neolithicum,laat neolithicum A,94
laat neolithicum,laat neolithicum B,94
laat neolithicum A,Laat neolithicum,88
laat neolithicum A,laat paleolithicum A,89
laat neolithicum A,laat mesolithicum,86
laat neolithicum A,laat neolithicum,94
laat neolithicum A,laat neolithicum B,94
laat neolithicum B,Laat neolithicum,88
laat neolithicum B,laat paleolithicum B,89
laat neolithicum B,laat mesolithicum,86
laat neolithicum B,laat neolithicum,94
laat neolithicum B,laat neolithicum A,94
bronstijd,Bronstijd,89
vroege bronstijd,Vroege bronstijd,94
midden bronstijd,Midden bronstijd,94
midden bronstijd,midden bronstijd A,94
midden bronstijd,midden bronstijd B,94
midden bronstijd A,Midden bronstijd,88
midden bronstijd A,midden bronstijd,94
midden bronstijd A,midden bronstijd B,94
midden bronstijd B,Midden bronstijd,88
midden bronstijd B,midden bronstijd,94
midden bronstijd B,midden bronstijd A,94
late bronstijd,Late bronstijd,93
vroege ijzertijd,Vroege ijzertijd,94
midden ijzertijd,Midden Ijzertijd,88
late ijzertijd,Late ijzertijd,93
vroeg Romeinse tijd,Vroeg Romeinse tijd,95
vroeg Romeinse tijd,vroeg Romeinse tijd A,95
vroeg Romeinse tijd,vroeg Romeinse tijd B,95
vroeg Romeinse tijd A,Vroeg Romeinse tijd,90
vroeg Romeinse tijd A,vroeg Romeinse tijd,95
vroeg Romeinse tijd A,vroeg Romeinse tijd B,95
vroeg Romeinse tijd B,Vroeg Romeinse tijd,90
vroeg Romeinse tijd B,vroeg Romeinse tijd,95
vroeg Romeinse tijd B,vroeg Romeinse tijd A,95
midden Romeinse tijd,midden Romeinse tijd A,95
midden Romeinse tijd,midden Romeinse tijd B,95
midden Romeinse tijd A,midden Romeinse tijd,95
midden Romeinse tijd A,midden Romeinse tijd B,95
midden Romeinse tijd B,midden Romeinse tijd,95
midden Romeinse tijd B,midden Romeinse tijd A,95
laat Romeinse tijd,Laat-Romeinse tijd,89
laat Romeinse tijd,laat Romeinse tijd A,95
laat Romeinse tijd,laat Romeinse tijd B,95
laat Romeinse tijd A,laat Romeinse tijd,95
laat Romeinse tijd A,laat Romeinse tijd B,95
laat Romeinse tijd B,laat Romeinse tijd,95
laat Romeinse tijd B,laat Romeinse tijd A,95
Historie,Historisme,89
vroege middeleeuwen,Vroege Middeleeuwen,89
vroege middeleeuwen,Hoge middeleeuwen,89
vroege middeleeuwen,Voege middeleeuwen,92
vroege middeleeuwen,vroege middeleeuwen A,95
vroege middeleeuwen,vroege middeleeuwen B,95
vroege middeleeuwen,vroege middeleeuwen C,95
vroege middeleeuwen,vroege middeleeuwen D,95
vroege middeleeuwen A,Vroege Middeleeuwen,85
vroege middeleeuwen A,Voege middeleeuwen,87
vroege middeleeuwen A,vroege middeleeuwen,95
vroege middeleeuwen A,vroege middeleeuwen B,95
vroege middeleeuwen A,vroege middeleeuwen C,95
vroege middeleeuwen A,vroege middeleeuwen D,95
vroege middeleeuwen B,Vroege Middeleeuwen,85
vroege middeleeuwen B,Voege middeleeuwen,87
vroege middeleeuwen B,vroege middeleeuwen,95
vroege middeleeuwen B,vroege middeleeuwen A,95
vroege middeleeuwen B,vroege middeleeuwen C,95
vroege middeleeuwen B,vroege middeleeuwen D,95
vroege middeleeuwen C,Vroege Middeleeuwen,85
vroege middeleeuwen C,Voege middeleeuwen,87
vroege middeleeuwen C,vroege middeleeuwen,95
vroege middeleeuwen C,vroege middeleeuwen A,95
vroege middeleeuwen C,vroege middeleeuwen B,95
vroege middeleeuwen C,vroege middeleeuwen D,95
vroege middeleeuwen D,Vroege Middeleeuwen,85
vroege middeleeuwen D,Voege middeleeuwen,87
vroege middeleeuwen D,vroege middeleeuwen,95
vroege middeleeuwen D,vroege middeleeuwen A,95
vroege middeleeuwen D,vroege middeleeuwen B,95
vroege middeleeuwen D,vroege middeleeuwen C,95
late middeleeuwen,Late middeleeuwen,94
late middeleeuwen,Volle middeleeuwen,86
late middeleeuwen,late middeleeuwen A,94
late middeleeuwen,late middeleeuwen B,94
late middeleeuwen A,Late middeleeuwen,89
late middeleeuwen A,late middeleeuwen,94
late middeleeuwen A,late middeleeuwen B,95
late middeleeuwen B,Late middeleeuwen,89
late middeleeuwen B,late middeleeuwen,94
late middeleeuwen B,late middeleeuwen A,95
Nieuwe Tijd A,Nieuwe Tijd B,92
Nieuwe Tijd A,Nieuwe Tijd C,92
Nieuwe Tijd B,Nieuwe Tijd A,92
Nieuwe Tijd B,Nieuwe Tijd C,92
Nieuwe Tijd C,Nieuwe Tijd A,92
Nieuwe Tijd C,Nieuwe Tijd B,92
provincie Zeeland,provincie Gelderland,86
provincie Gelderland,provincie Zeeland,86
gem,gems,86
beenderkuilen,beenderhuizen,85
clusters,luster,86
Eenkoorn,Eekhoorn,88
aak,haak,86
Paleolandschappen,Paleolandschap,90
zoutproductie,Houtproduktie,85
zoutproductie,Bouwproductie,85
zoutproductie,Houtproductie,92
belichting,Verlichting,86
landwinning,landaanwinning,88
Veenterpen,Veenterp,89
preekstoel,preekstoelen,91
bima,bimas,89
ingang,ingangen,86
ontwerptekening,ontwerptekeningen,94
ontwerptekening,ondertekening,86
spreuk,spreuken,86
orgel,orgels,91
penselen,pensteen,88
technische tekening,Technische tekeningen,90
molendriegang,molenviergang,85
Ruïne,Rune,89
puibalken,luibalken,89
puibalken,putbalken,89
lantarenpaal,lantaarnpaal,92
Huis Stroomzicht,"Huis """"Stroomzicht""""",89
"Huis """"Stroomzicht""""",Huis Stroomzicht,89
vlinderstrikfibulae,vlinderfibulae,85
vlinderfibulae,vlinderstrikfibulae,85
kruisiging,kruising,89
Stedemaagd,Stedenmaagd,95
Broeikassen,Broeikasgassen,88
Stedenmaagd,Stedemaagd,95
familieportretten,Familieportretten,94
Wapenstenen,penstenen,90
Voetafdrukken,hoefafdrukken,85
Recreatiegebied,recreatiegebieden,88
Kasteel,Kanteel,86
bewening,bewoning,88
Vroeg stedelijke ontwikkeling,Stedelijke ontwikkeling,85
Vroeg stedelijke ontwikkeling,prestedelijke ontwikkeling,91
binnenplaatsen,Binnenplaats,85
binnenplaatsen,buitenplaatsen,86
balustrades,balustrade,95
balustrades,Ballustrades,87
poortgebouwen,sportgebouwen,92
kerkenbanken,herenbanken,87
daklijsten,deklijsten,90
treinen,terreinen,88
geveltoppen,enveloppen,86
ingangen,mijngangen,89
ingangen,gangen,86
ingangen,ingang,86
gallerijen,galerijen,95
hoeken,hoesken,92
patershuizen,wachtershuizen,85
erkers,merkers,92
toegangspoorten,Toegangspoort,86
perkenierswoningen,vervenerswoningen,86
logeergebouwen,logegebouwen,92
kerkentorens,kerktorens,91
balluster,balusters,89
kantorengebouwen,kantoorgebouwen,90
klokkentorens,Klokkentoren,88
stadshuizen,stadswijnhuizen,85
sociëteit,sociëteiten,90
gevelsstenen,Gevelstenen,87
gouvernementsgebouwen,Gouvernementsgebouw,90
kerkenzaal,kerkzaal,89
jongens,jongen,92
spreuken,spreuk,86
groepensportretten,groepsportretten,94
jongen,jonen,91
jongen,jongens,92
deurkloppers,Deurklopper,87
kantelen,kantdelen,94
Ballustrades,balustrades,87
terassen,waterassen,89
terassen,tassen,86
wachtershuizen,wachthuizen,88
wachtershuizen,baanwachtershuizen,88
wachtershuizen,wachtsluizen,85
wachtershuizen,achterhuizen,92
wachtershuizen,patershuizen,85
politiekantoren,mijnpolitiekantoren,88
directeurswoningen,Directeurswoning,88
directeurswoningen,direkteurswoningen,94
schildwachthuizen,schildwachthuisjes,86
Pijlers,Pijler,92
zolders,polders,86
zolders,bolders,86
wandspiegel,handspiegels,87
koralen,kralen,92
vleugeldeuren,vleugelmuren,88
vleugeldeuren,vleugelwerken,85
goudsmelterijen,goudsmederijen,90
industriële complexen,Industrieel complexen,86
Industrieel complexen,industriële complexen,86
koopmanshuizen,kompashuizen,85
Bewakers,wakers,86
beeldenhouwwerken,beeldhouwwerken,94
beeldhouwwerken,beeldenhouwwerken,94
basementen,passementen,86
tuinbeelden,tuinbeeld,90
offerblokken,jufferblokken,88
offerblokken,offerblok,86
balusters,balluster,89
veerponten,veerpont,89
teerwinning,Waterwinning,87
teerwinning,Steenwinning,87
Hilversumaardewerk,Hilversum aardewerk,97
Hilversumaardewerk,Hilversum-aardewerk,97
hoefindrukken,hoefafdrukken,85
Nondestructief onderzoek,Niet-destructief onderzoek,88
Nondestructief onderzoek,Constructief onderzoek,91
Melkbussen,Melkbussenrek,87
Huisplattegrond,Huisplattegronden,94
kringgreppel,kringgreppels,96
haardkuil,haardkuilen,90
Type Gasselte B,Type Gasselte A,93
Type Gasselte B,Type Gasselte C1,90
Type Gasselte B,Type Gasselte,93
Type Dommelen A2,Type Dommelen A1,94
Type Dommelen A2,Type Dommelen,90
Type Dommelen A2,Type Dommelen H2,94
klopsteen,klopstenen,95
Type Leesten II,Type Leesten VII,97
Type Oss,Type Oss 8,89
Type Oss,Type Oss 9,89
Type Leesten VII,Type Leesten II,97
Type Gasselte A,Type Gasselte B,93
Type Gasselte A,Type Gasselte C1,90
Type Gasselte A,Type Gasselte,93
kaatsballen,kaatsbanen,86
Type Odoorn A,Type Odoorn C,92
karrenspoor,karrensporen,87
karrenspoor,karrespoor,95
Type Doetinchem 1,Type Doetinchem 2,94
Type Doetinchem 2,Type Doetinchem 1,94
inhumatiegraf,inhumatiegraven,86
Type Odoorn C,Type Odoorn A,92
Type Peelo A,Type Peelo B,92
Type Peelo B,Type Peelo A,92
Type Wijster B,Type Wijster C,93
Type Wijster B,Type Wijster A,93
Type Wijster B,Type Wijster A1,90
Type Wijster C,Type Wijster B,93
Type Wijster C,Type Wijster A,93
Type Wijster C,Type Wijster A1,90
Type Roessingh A,Type Roessingh B,94
Type Roessingh B,Type Roessingh A,94
Type A1,Type B1,86
Type B1,Type A1,86
Type B1,Type B5,86
Type B1,Type B3,86
Type B1,Type B2,86
Paleolandschap,Paleolandschappen,90
Paleolandschap,paleo landschap,90
Type Oss-Ussen 4A,Type Oss-Ussen 4,97
Type Oss-Ussen 4A,Type Oss-Ussen,90
Type Oss-Ussen 4A,Type Oss-Ussen 5,91
schijffibula,schijffibulae,96
Type Gasselte C1,Type Gasselte B,90
Type Gasselte C1,Type Gasselte A,90
Type Gasselte C1,Type Gasselte,90
Type Oss 1A,Type Oss 5A,91
Type Oss 1A,Type Oss 8,86
Type Oss 1A,Type Oss 9,86
Type Oss 2B,Type Oss 8,86
Type Oss 2B,Type Oss 9,86
Hilversum aardewerk,Hilversumaardewerk,97
Hilversum aardewerk,Hilversum-aardewerk,95
Type Oss-Ussen 4,Type Oss-Ussen 4A,97
Type Oss-Ussen 4,Type Oss-Ussen,93
Type Oss-Ussen 4,Type Oss-Ussen 5,94
Historische huismusea,Historische musea,89
Café-restaurant,café-restaurant,93
Café-restaurant,café-restaurants,90
oud onderzoek,Zoutonderzoek,85
oud onderzoek,Bouwonderzoek,85
oud onderzoek,Houtonderzoek,85
palenrij,palenrijen,89
Type H2,Type B2,86
Type B5,Type B1,86
Type B5,Type B3,86
Type B5,Type B2,86
Type B3,Type B1,86
Type B3,Type B5,86
Type B3,Type B2,86
Type B2,Type B1,86
Type B2,Type H2,86
Type B2,Type B5,86
Type B2,Type B3,86
Type Gasselte,Type Gasselte B,93
Type Gasselte,Type Gasselte A,93
Type Gasselte,Type Gasselte C1,90
Type Oss-Ussen,Type Oss-Ussen 4A,90
Type Oss-Ussen,Type Oss-Ussen 4,93
Type Oss-Ussen,Type Oss-Ussen 5,93
Hurkbegraving,Herbegraving,88
klingkern,klingen,88
klingkern,klinken,88
hermen,thermen,92
hermen,heiramen,86
Gevelsteen,Gevelteken,90
Gevelsteen,Gevelstenen,95
Gevelsteen,Geveltekens,86
Gevelsteen,nievelsteen,86
Kerkorgel,Kerkorgels,95
Strandwal,Strandwallen,86
karrespoor,karresporen,86
karrespoor,karrenspoor,95
Type Dommelen A1,Type Dommelen A2,94
Type Dommelen A1,Type Dommelen,90
Type Dommelen A1,Type Dommelen H2,88
wegbeplanting,erfbeplanting,85
wegbeplanting,Herbeplanting,85
Type Wijster A,Type Wijster B,93
Type Wijster A,Type Wijster C,93
Type Wijster A,Type Wijster A1,97
weefzwaard,weefzwaarden,91
Type Dommelen,Type Dommelen A2,90
Type Dommelen,Type Dommelen A1,90
Type Dommelen,Type Dommelen H2,90
molen,molens,91
cultusplaats,cultusplaatsen,92
Type Oss-Ussen 5,Type Oss-Ussen 4A,91
Type Oss-Ussen 5,Type Oss-Ussen 4,94
Type Oss-Ussen 5,Type Oss-Ussen,93
Hilversum-aardewerk,Hilversumaardewerk,97
Hilversum-aardewerk,Hilversum aardewerk,95
Type Oss 5A,Type Oss 1A,91
Type Oss 5A,Type Oss 8,86
Type Oss 5A,Type Oss 9,86
Type Oss 8,Type Oss,89
Type Oss 8,Type Oss 1A,86
Type Oss 8,Type Oss 2B,86
Type Oss 8,Type Oss 5A,86
Type Oss 8,Type Oss 9,90
Type Oss 9,Type Oss,89
Type Oss 9,Type Oss 1A,86
Type Oss 9,Type Oss 2B,86
Type Oss 9,Type Oss 5A,86
Type Oss 9,Type Oss 8,90
kinkerwegen,klinkerwegen,96
Type Wijster A1,Type Wijster B,90
Type Wijster A1,Type Wijster C,90
Type Wijster A1,Type Wijster A,97
Type Dommelen H2,Type Dommelen A2,94
Type Dommelen H2,Type Dommelen A1,88
Type Dommelen H2,Type Dommelen,90
Omgevingswet,Omgevingsrecht,85
Utiliteitsgebouwen,Utiliteitsbouw,88
afwateringskanaal / inundatiekanaal / greppel / sloot,Afwaterings-/ inundatiekanaal/ greppel/sloot,87
niet opgehoogde nederzetting zonder stedelijk karakter,Nietopgehoogde nederzetting zonder stedelijk karakter,97
"niet opgehoogde, individuele huisplaats","Nietopgehoogde, individuele huisplaats",96
windmolen,windmolentje,86
windmolen,windmolens,95
agrarische productie en voedselvoorziening,Agrarische productie en voedselvoorziening onbepaald,87
houtwinning,Zoutwinning,91
aardwerk,aardwerken,89
aardwerk,aardewerk,94
(moes)tuin,moestuin,89
(internerings)kamp,Interneringskamp,88
(internerings)kamp,interneringskampen,89
Nietopgehoogde nederzetting zonder stedelijk karakter,niet opgehoogde nederzetting zonder stedelijk karakter,97
Afwaterings-/ inundatiekanaal/ greppel/sloot,afwateringskanaal / inundatiekanaal / greppel / sloot,87
"Nietopgehoogde, individuele huisplaats","niet opgehoogde, individuele huisplaats",96
Agrarische productie en voedselvoorziening onbepaald,agrarische productie en voedselvoorziening,87
recreatiegebieden,Recreatiegebied,88
schoolgebouwen,schoolgebouw,92
interneringskampen,Interneringskamp,88
interneringskampen,(internerings)kamp,89
luchthavens,Luchthaven,86
vaartuigen,vaarttuigen,95
vrijwilligerswerk,vrijwilligers,87
(ring)walburg,ringwalburgen,85
meervoudig depot,enkelvoudig depot,85
schildering op steenachtige ondergronden,schildering op metaalachtige ondergronden,89
oliehoudende bindmiddelen,proteine-houdende bindmiddelen,87
