term_in_csv,other_term,similarity_score
karnhuizen,Warenhuizen,86
karnhuizen,armenhuizen,86
bakhuizen,badhuizen,89
eenroeders,Eenroeders,90
eenroeders,tweeroeders,86
tweeroeders,eenroeders,86
boerderijen,boerderijtuinen,85
boerderijen,beltboerderijen,85
boerderijen,duinboerderijen,85
boerderijen,hofboerderijen,88
boerderijen,kaasboerderijen,85
boerderijen,woonboerderijen,85
beltboerderijen,boerderijen,85
duinboerderijen,boerderijen,85
dwarsdeelboerderijen,dwarsdeelboerderij,95
dwarsdeelboerderijen,langsdeelboerderijen,85
dwarshuisboerderijen,dwarshuisboerderij,95
herenboerderijen,herenboerderij,93
hofboerderijen,boerderijen,88
jachtboerderijen,pachtboerderijen,94
kaasboerderijen,Tabaksboerderijen,88
kaasboerderijen,boerderijen,85
kaasboerderijen,kasteelboerderijen,85
kasteelboerderijen,Kasteelboerderij,88
kasteelboerderijen,stelpboerderijen,88
kasteelboerderijen,kaasboerderijen,85
kasteelhoeven,Kasteelhoeve,88
kloosterboerderijen,kloosterboerderij,94
krimpenboerderijen,krimpenboerderij,94
langhuisboerderijen,langhuisboerderij,94
langhuisboerderijen,tolhuisboerderijen,86
langsdeelboerderijen,langgevelboerderijen,90
langsdeelboerderijen,dwarsdeelboerderijen,85
modelboerderijen,modelboerderij,93
modelboerderijen,polderboerderijen,85
oldambtster boerderijen,Oldambtse boerderij,86
ontginningsboerderijen,Ontginningsboerderij,90
pachtboerderijen,jachtboerderijen,94
polderboerderijen,modelboerderijen,85
saksische boerderijen,saksische boerderij,95
stelpen,stiepen,86
stelpen,stoepen,86
stelpen,stoelen,86
tolhuisboerderijen,T-huisboerderijen,86
tolhuisboerderijen,langhuisboerderijen,86
villaboerderijen,villaboerderij,93
afgeleide Westfriese typen,gekeerde Westfriese typen,86
gekeerde Westfriese typen,afgeleide Westfriese typen,86
fokkerijgebouwen,kwekerijgebouwen,88
kassen,kassein,92
kassen,assen,91
kwekerijgebouwen,fokkerijgebouwen,88
potstallen,zijpotstallen,87
veestallen,Veenstallen,86
veestallen,vleeshallen,86
Friese stallen,Friese steen,85
Hollandse stallen,Hollandse stal,90
middenstallen,middenstijlen,85
paardestallen,paardestal,87
zijpotstallen,potstallen,87
baanwachtershuizen,wachtershuizen,88
brugwachtershuisjes,Brugwachtershuis,86
havenwachterswoningen,baanwachterswoningen,88
havenwachterswoningen,seinwachterswoningen,88
seinhuisjes,Seinhuisje,86
sluiswachtershuisjes,Sluiswachterhuisje,89
spuihuizen,spinhuizen,90
spuihuizen,spuithuizen,95
begraafplaatsen,begraafplaats,93
begraafplaatsen,erebegraafplaatsen,91
begraafplaatsen,begraafplaatshekken,88
dierenbegraafplaatsen,dierenbegraafplaats,95
dierenbegraafplaatsen,erebegraafplaatsen,92
erebegraafplaatsen,dierenbegraafplaats,86
erebegraafplaatsen,begraafplaatsen,91
erebegraafplaatsen,dierenbegraafplaatsen,92
Israëlitische begraafplaatsen,Israëlitische begraafplaats,96
katholieke begraafplaatsen,katholieke begraafplaats,96
bestuursgebouwen,bestuursgebouw,93
bestuursgebouwen,landsbestuursgebouwen,86
admiraliteitsgebouwen,admiraliteitsgebouw,95
ambassades,ambassade,95
departementen,appartementen,85
gemeenlandshuizen,gemeenlandshuis,88
landsbestuursgebouwen,bestuursgebouwen,86
parlementsgebouwen,parlementsgebouw,94
polderhuizen,onderhuizen,87
stadhuizen,stadshuizen,95
stadstorens,Stadstoren,86
waterschapshuizen,waterschapshuis,88
vergaderzalen,vergaderzaal,88
crematoria,crematorium,86
columbaria,columbarium,86
uitvaartcentra,uitvaartcentrum,90
dierenverblijven,dierenverblijf,87
kippenrennen,kippenren,86
menagerieen,menagerie,90
eendenhuizen,beenderhuizen,88
eendekooien,eendenkooi,86
duivenhokken,duivenhok,86
varkenshokken,varkenshok,87
beeldentuinen,beeldentuin,92
concertgebouwen,Concertgebouw,86
cultureel centra,cultureel centrum,91
muziektenten,muziektent,91
operagebouwen,operagebouw,92
panopticums,panopticum,95
panorama's,panorama,89
schouwburgen,schouwburg,91
tentoonstellingsgebouwen,tentoonstellingsgebouw,96
zendmasten,zendmast,89
zendstations,zendstation,96
zendstations,eilandstations,85
gerechtsgebouwen,Gerechtsgebouw,87
ambachtshuizen,ambachtshuis,85
huizen van bewaring,huis van bewaring,89
opvoedingsgestichten,opvoedingsgesticht,95
rechtbanken,rechtbank,90
schandpalen,schandpaal,86
spinhuizen,spuihuizen,90
spinhuizen,spuithuizen,86
spinhuizen,seinhuizen,90
werkhuizen,Vakwerkhuizen,87
automatieken,automaten,86
ijssallons,ijssalon,89
café-restaurants,café-restaurant,97
café-restaurants,Café-restaurant,90
stadswijnhuizen,stadshuizen,85
theepaviljoenen,paviljoenen,85
theeschenkerijen,theeschenkerij,93
theetuinen,theetuin,89
theetuinen,heemtuinen,90
gelagkamers,gelagkamer,95
jeugdherbergen,jeugdherberg,92
hotel-café-restaurants,hotel-restaurants,87
hotel-restaurants,Hotel restaurant,85
hotel-restaurants,hotel-café-restaurants,87
pensions,pension,93
kantines,kantine,93
motels,motel,91
motels,mortels,92
restaurants,restaurant,95
lunchrooms,lunchroom,95
mensae,mensa,91
spaarbanken,spaarbank,90
jaarbeurzen,armbeurzen,86
korenbeurzen,korendeuren,87
kamers van koophandel,kamer van koophandel,98
muntgebouwen,muntgebouw,91
reisbureaus,arbeidsbureaus,88
scheepvaarthuizen,scheepsvaartsluizen,89
veilinggebouwen,veilinggebouw,93
visafslagen,visafslag,90
visbanken,visbank,88
weegbruggen,veebruggen,86
weeghuisjes,weeghuisje,95
administratiegebouwen,administratiegebouw,95
belastingkantoren,belastingkantoor,91
douanekantoren,douanekantoor,89
girokantoren,girokantoor,87
groothandelskantoren,handelskantoren,86
grenskantoren,grenskantoor,88
handelskantoren,groothandelskantoren,86
mijnpolitiekantoren,politiekantoren,88
blokhuizen,klokhuizen,90
commandoposten,commandopost,92
luchtwachttorens,luchtwachttoren,97
kruithuizen,gruithuizen,91
kruittorens,kruittoren,95
marechausseekazernes,marechausseekazerne,97
legeringsgebouwen,legeringsgebouw,94
schildwachthuisjes,schildwachthuizen,86
wachtgebouwen,wachtgebouw,92
wachtgebouwen,schachtgebouwen,86
wachtgebouwen,watergebouwen,85
hoofdwachten,hoofdgrachten,88
wachttorens,wachttoren,95
nijverheidsgebouwen,Overheidsgebouwen,89
nijverheidsgebouwen,overheidsgebouwen,89
benzinepompen,benzinepomp,92
aardewerkfabrieken,aardewerkfabriek,94
alcoholfabrieken,alcoholfabriek,93
azijnfabrieken,azijnfabriek,92
azijnfabrieken,ijsfabrieken,85
azijnfabrieken,zinkfabrieken,89
baaifabrieken,blikfabrieken,85
baaifabrieken,kaasfabrieken,85
bakkerijen,bakkerij,89
tegelbakkerijen,tegelbakkerij,93
betonfabrieken,betonfabriek,92
bierbrouwerijen,bierbrouwerij,93
bierbrouwerijen,brouwerijen,85
gruithuizen,kruithuizen,91
blauwselfabrieken,blauwselfabriek,94
blikfabrieken,blikfabriek,92
blikfabrieken,baaifabrieken,85
blikfabrieken,kalkfabrieken,85
blikfabrieken,kleifabrieken,85
blikfabrieken,lakfabrieken,88
blikfabrieken,lijmfabrieken,85
blikfabrieken,melkfabrieken,85
blikfabrieken,oliefabrieken,85
blikfabrieken,zinkfabrieken,85
boterfabrieken,boterfabriek,92
boterfabrieken,mosterdfabrieken,87
branderijen,branderij,90
branderijen,kalkbranderijen,85
koffiebranderijen,koffiebranderij,94
broodfabrieken,broodfabriek,92
cementfabrieken,cementfabriek,93
chocoladefabrieken,chocoladefabriek,94
cichoreifabrieken,cichoreifabriek,94
confectiefabrieken,confectiefabriek,94
conservenfabrieken,conservenfabriek,94
dakpannenfabrieken,dakpannenfabriek,94
diamantslijperijen,diamantslijperij,94
distilleerderijen,distilleerderij,94
drogerijen,drogisterijen,87
gasfabrieken,gasfabriek,91
gasfabrieken,glasfabriek,87
gasfabrieken,glasfabrieken,96
gasfabrieken,kaasfabrieken,88
gasfabrieken,vlasfabrieken,88
geschutgieterijen,geschutgieterij,94
kopergieterijen,kopergieterij,93
lettergieterijen,lettergieterij,93
tingieterijen,tingieterij,92
ijzergieterijen,ijzergieterij,93
glasfabrieken,gasfabriek,87
glasfabrieken,glasfabriek,92
glasfabrieken,gasfabrieken,96
glasfabrieken,kaasfabrieken,85
glasfabrieken,lakfabrieken,88
glasfabrieken,vlasfabrieken,92
gloeilampenfabrieken,gloeilampenfabriek,95
grutterijen,grutterij,90
hoepelmakerijen,hoepelmakerij,93
ijsfabrieken,azijnfabrieken,85
ijsfabrieken,ijzerfabrieken,85
ijsfabrieken,lijmfabrieken,88
ijsfabrieken,rijstfabrieken,92
ijzerfabrieken,ijsfabrieken,85
kaarsenfabrieken,kaarsenfabriek,93
kaarsenfabrieken,kaasfabrieken,90
kaasfabrieken,tabaksfabrieken,86
kaasfabrieken,kaasfabriek,92
kaasfabrieken,baaifabrieken,85
kaasfabrieken,gasfabrieken,88
kaasfabrieken,glasfabrieken,85
kaasfabrieken,kaarsenfabrieken,90
kaasfabrieken,kalkfabrieken,85
kaasfabrieken,vlasfabrieken,85
kalkbranderijen,kalkbranderij,93
kalkbranderijen,branderijen,85
kalkfabrieken,kalkfabriek,92
kalkfabrieken,blikfabrieken,85
kalkfabrieken,kaasfabrieken,85
kalkfabrieken,kleifabrieken,85
kalkfabrieken,koekfabrieken,85
kalkfabrieken,lakfabrieken,88
kalkfabrieken,melkfabrieken,85
kartonfabrieken,kartonfabriek,93
kartonfabrieken,katoenfabrieken,93
kartonfabrieken,strokartonfabrieken,88
katoenfabrieken,kartonfabriek,86
katoenfabrieken,kartonfabrieken,93
katoenfabrieken,koekfabrieken,86
kleifabrieken,blikfabrieken,85
kleifabrieken,kalkfabrieken,85
kleifabrieken,koekfabrieken,85
kleifabrieken,leerfabrieken,85
kleifabrieken,lijmfabrieken,85
kleifabrieken,oliefabrieken,85
koekfabrieken,koekfabriek,92
koekfabrieken,kalkfabrieken,85
koekfabrieken,katoenfabrieken,86
koekfabrieken,kleifabrieken,85
koekfabrieken,koffiefabrieken,86
koekfabrieken,melkfabrieken,85
koekfabrieken,oliefabrieken,85
koffiefabrieken,koekfabrieken,86
koffiefabrieken,oliefabrieken,86
kolenmijnen,kolenmijn,90
kunstzijdefabrieken,Kunstzijde fabriek,86
lakenfabrieken,lakenfabriek,92
lakenfabrieken,lakfabrieken,92
lakfabrieken,lakfabriek,91
lakfabrieken,blikfabrieken,88
lakfabrieken,glasfabrieken,88
lakfabrieken,kalkfabrieken,88
lakfabrieken,lakenfabrieken,92
lakfabrieken,melkfabrieken,88
lakfabrieken,vlasfabrieken,88
leerfabrieken,leerfabriek,92
leerfabrieken,kleifabrieken,85
leerfabrieken,meelfabrieken,85
leerfabrieken,oliefabrieken,85
leerfabrieken,verffabrieken,85
leerfabrieken,zeepfabrieken,85
levensmiddelenfabrieken,levensmiddelenfabriek,95
lijmfabrieken,blikfabrieken,85
lijmfabrieken,ijsfabrieken,88
lijmfabrieken,kleifabrieken,85
lijmfabrieken,lijnmeelfabrieken,87
lijmfabrieken,oliefabrieken,85
lijnmeelfabrieken,lijmfabrieken,87
lijnmeelfabrieken,meelfabrieken,87
luciferfabrieken,luciferfabriek,93
maalderijen,maalderij,90
machinefabrieken,machinefabriek,93
mandenmakerijen,mandenmakerij,93
meelfabrieken,leerfabrieken,85
meelfabrieken,lijnmeelfabrieken,87
meelfabrieken,melkfabrieken,92
meelfabrieken,metaalfabrieken,86
meelfabrieken,meubelfabrieken,93
meelfabrieken,zeepfabrieken,85
melkfabrieken,blikfabrieken,85
melkfabrieken,kalkfabrieken,85
melkfabrieken,koekfabrieken,85
melkfabrieken,lakfabrieken,88
melkfabrieken,meelfabrieken,92
melkfabrieken,metaalfabrieken,86
melkfabrieken,meubelfabrieken,86
metaalfabrieken,Metaalfabriek,86
metaalfabrieken,meelfabrieken,86
metaalfabrieken,melkfabrieken,86
meubelfabrieken,Meubelfabriek,86
meubelfabrieken,meelfabrieken,93
meubelfabrieken,melkfabrieken,86
meubelmakerijen,meubelmakerij,93
mosterdfabrieken,Mosterdfabriek,87
mosterdfabrieken,boterfabrieken,87
oliefabrieken,blikfabrieken,85
oliefabrieken,kleifabrieken,85
oliefabrieken,koekfabrieken,85
oliefabrieken,koffiefabrieken,86
oliefabrieken,leerfabrieken,85
oliefabrieken,lijmfabrieken,85
oliefabrieken,wolfabrieken,88
papierfabrieken,Papierfabriek,86
gerstpellerijen,rijstpellerijen,87
rijstpellerijen,Rijstpellerij,86
rijstpellerijen,gerstpellerijen,87
rijstfabrieken,ijsfabrieken,92
rijwielfabrieken,Rijwielfabriek,87
rokerijen,roterijen,89
roterijen,rokerijen,89
schoenenfabrieken,schoenenfabriek,94
schoenmakerijen,Schoenmakerij,86
sigarenfabrieken,Sigarenfabriek,87
sigarenfabrieken,sigarettenfabrieken,91
sigarettenfabrieken,Sigarettenfabriek,89
sigarettenfabrieken,sigarenfabrieken,91
koperslagerijen,Koperslagerij,86
olieslagerijen,Olieslagerij,85
olieslagerijen,olieslagwerken,86
goudsmederijen,grofsmederijen,86
goudsmederijen,goudsmelterijen,90
grofsmederijen,Grofsmederij,85
grofsmederijen,goudsmederijen,86
grofsmederijen,hoefsmederijen,86
hoefsmederijen,Hoefsmederij,85
hoefsmederijen,grofsmederijen,86
spinnerijen,wolspinnerijen,88
katoenspinnerijen,Katoenspinnerij,88
wolspinnerijen,Wolspinnerij,85
wolspinnerijen,spinnerijen,88
steenfabrieken,Baksteenfabrieken,90
steenhouwerijen,Steenhouwerij,86
stijfselfabrieken,Stijfselfabriek,88
stoomfabrieken,stroopfabrieken,90
strokartonfabrieken,Strokartonfabriek,89
strokartonfabrieken,kartonfabrieken,88
vernisstokerijen,Vernisstokerij,87
stroopfabrieken,Stroopfabriek,86
stroopfabrieken,stoomfabrieken,90
suikerfabrieken,Suikerfabriek,86
suikerfabrieken,suikerwerkfabrieken,88
suikerraffinaderijen,Suikerraffinaderij,89
suikerwerkfabrieken,suikerfabrieken,88
tapijtfabrieken,Tapijtfabriek,86
textiefabrieken,textielfabriek,90
theepakkerijen,Theepakkerij,85
timmerfabrieken,Timmerfabriek,86
touwslagerijen,Touwslagerij,85
turfstrooiselfabrieken,Turfstrooiselfabriek,90
veevoederfabrieken,Veevoederfabriek,88
verffabrieken,leerfabrieken,85
verffabrieken,vernisfabrieken,86
vernisfabrieken,Vernisfabriek,86
vernisfabrieken,verffabrieken,86
katoenververijen,katoenweverijen,90
vlasfabrieken,gasfabrieken,88
vlasfabrieken,glasfabrieken,92
vlasfabrieken,kaasfabrieken,85
vlasfabrieken,lakfabrieken,88
vlasserijen,wasserijen,86
wagenmakerijen,wagenmakerij,92
wasserijen,vlasserijen,86
wasserijen,wolwasserijen,87
wasserijen,walserijen,90
wolwasserijen,wasserijen,87
katoenweverijen,Katoenweverij,86
katoenweverijen,katoenververijen,90
wolfabrieken,oliefabrieken,88
zeepfabrieken,leerfabrieken,85
zeepfabrieken,meelfabrieken,85
zinkfabrieken,azijnfabrieken,89
zinkfabrieken,blikfabrieken,85
zoutziederijen,Zoutziederij,85
zuivelfabrieken,Zuivelfabriek,86
schepradgemalen,schepradmolen,86
dieselgemalen,dieselgemaal,88
stoomgemalen,stoomgemaal,87
ketelhuizen,koelhuizen,86
ketelhuizen,ketelsluizen,87
koeltorens,koeltoren,95
machinegebouwen,machinegebouw,93
meterhuisjes,kampeerhuisjes,85
molens,molen,91
amalgamatiemolen,amalgamatiemolens,97
biksteenmolen,biksteenmolens,96
boerengemaal,boerengemalen,88
kopermolen,Kopermolen,90
kopermolen,kopermolens,95
korenmolen,torenmolens,86
korenmolen,korenmolens,95
oliemolen,Oliemolen,89
oliemolen,oliemolens,95
vernismolen,vernismolens,96
wanmolen,wanmolens,94
achtkante grondzeiler,8-kante grondzeiler,85
achtkante molen,achtkante beltmolen,88
achtkante molen,achtkante beltmolens,86
achtkante beltmolen,achtkante molen,88
achtkante beltmolen,achtkante beltmolens,97
stenen beltmolen,stenen molen,86
bovenmolen,bovenmolens,95
bovenslagmolen,bovenslagmolens,97
kettingmolen,kettingrollen,88
middenslagmolen,middenslagmolens,97
rosmolen,Rosmolen,88
rosmolen,rosmolens,94
spinnekopmolen,Spinnenkopmolen,90
gesloten standerdmolen,halfgesloten standerdmolen,92
gesloten standerdmolen,open standerdmolen,85
gesloten standerdmolen,halfgesloten standerdmolens,90
gesloten standerdmolen,gesloten standerdmolens,98
halfgesloten standerdmolen,gesloten standerdmolen,92
halfgesloten standerdmolen,halfgesloten standerdmolens,98
halfgesloten standerdmolen,gesloten standerdmolens,90
open standerdmolen,gesloten standerdmolen,85
open standerdmolen,open standerdmolens,97
achtkante stellingmolen,achtkante stellingmolens,98
stenen molen,stenen beltmolen,86
stenen stellingmolen,ronde stenen stellingmolens,85
turbinemolen,turbinemolens,96
watervluchtmolen,watervluchtmolens,97
tredmolens,torenmolens,86
hondenmolens,ondermolens,87
rosmolens,Rosmolens,89
rosmolens,rosmolen,94
watermolens,verswatermolens,85
watermolens,waterradmolens,88
watermolens,windwatermolens,85
watermolens,Watermolen,86
turbinemolens,turbinemolen,96
bovenslagmolens,bovenslagmolen,97
bovenslagmolens,bovenmolens,85
middenslagmolens,middenslagmolen,97
middenslagmolens,middelmolens,86
onderslagmolens,ondermolens,85
getijdenmolens,getijdemolen,92
schipmolens,schelpmolens,87
watervluchtmolens,watervluchtmolen,97
windmolens,weidemolens,86
windmolens,windmolen,95
grondzeilers,grondzeiler,96
zeskante grondzeilers,8-kante grondzeiler,85
zeskante beltmolens,zestienkante beltmolens,90
achtkante beltmolens,achtkante molen,86
achtkante beltmolens,achtkante beltmolen,97
zestienkante beltmolens,zeskante beltmolens,90
zeskante stellingmolens,achtkante stellingmolens,85
achtkante stellingmolens,achtkante stellingmolen,98
achtkante stellingmolens,zeskante stellingmolens,85
ronde stenen stellingmolens,stenen stellingmolen,85
standerdmolens,open standerdmolens,85
open standerdmolens,open standerdmolen,97
open standerdmolens,standerdmolens,85
open standerdmolens,gesloten standerdmolens,86
halfgesloten standerdmolens,gesloten standerdmolen,90
halfgesloten standerdmolens,halfgesloten standerdmolen,98
halfgesloten standerdmolens,gesloten standerdmolens,92
gesloten standerdmolens,gesloten standerdmolen,98
gesloten standerdmolens,halfgesloten standerdmolen,90
gesloten standerdmolens,open standerdmolens,86
gesloten standerdmolens,halfgesloten standerdmolens,92
wipmolens,kipmolens,89
paltrokken,palstokken,90
torenmolens,korenmolen,86
torenmolens,tredmolens,86
torenmolens,korenmolens,91
weidemolens,weidemolen,95
weidemolens,windmolens,86
weidemolens,wedemolens,95
industriemolens,industriemolen,97
vijzelmolens,vijzelmolen,96
vijzelmolens,ijzermolens,87
amalgamatiemolens,amalgamatiemolen,97
armenmolens,examenmolens,87
armenmolens,marmermolens,87
baggermolens,Baggermolen,87
biksteenmolens,biksteenmolen,96
boerengemalen,boerengemaal,88
boormolens,voormolens,90
buskruitmolens,Buskruitmolen,89
buskruitmolens,kruitmolens,88
druivenmolens,duivelmolens,88
examenmolens,armenmolens,87
grutmolens,kruitmolens,86
grutmolens,prutmolens,90
hamermolens,marmermolens,87
hennepkloppers,Hennepklopper,89
houtmolens,moutmolens,90
houtmolens,zoutmolens,90
ijzermolens,vijzelmolens,87
kipmolens,wipmolens,89
kopermolens,Kopermolen,86
kopermolens,kopermolen,95
korenmolens,korenmolen,95
korenmolens,torenmolens,91
krijtmolens,kruitmolens,91
kruitmolens,buskruitmolens,88
kruitmolens,grutmolens,86
kruitmolens,krijtmolens,91
kruitmolens,prutmolens,86
leermolens,pepermolens,86
marmermolens,armenmolens,87
marmermolens,hamermolens,87
moutmolens,houtmolens,90
moutmolens,zoutmolens,90
oliemolens,oliemolen,95
blauwpapiermolens,grauwpapiermolens,88
grauwpapiermolens,blauwpapiermolens,88
pelmolens,haspelmolens,86
pelmolens,petmolens,89
pelmolens,peilmolens,95
pepermolens,leermolens,86
petmolens,pelmolens,89
prutmolens,grutmolens,90
prutmolens,kruitmolens,86
rouwmolens,ruwmolens,95
runmolens,runmolen,94
runmolens,ruwmolens,89
ruwmolens,rouwmolens,95
ruwmolens,runmolens,89
schelpzandmolens,Schelpzandmolen,90
schelpzandmolens,schelpmolens,86
schelpzandmolens,schepradmolens,87
schelpmolens,schipmolens,87
schelpmolens,schelpzandmolens,86
schelpmolens,schepradmolens,85
schobbermolens,schorsmolens,85
schorsmolens,Schorsmolen,87
schorsmolens,schobbermolens,85
duivelmolens,druivenmolens,88
kaardemolens,kaardingmolens,85
kaardemolens,kardelens,86
kaardingmolens,kaardemolens,85
volmolens,wolmolens,89
wolmolens,volmolens,89
ventilatiemolens,ventilatietorens,88
blauwselmolens,Blauwselmolen,89
vernismolens,vernismolen,96
verswatermolens,watermolens,85
walserijen,wasserijen,90
wanmolens,wanmolen,94
wedemolens,weidemolen,90
wedemolens,weidemolens,95
zaagmolens,zaagselmolens,87
zaagselmolens,zaagmolens,87
zoutmolens,houtmolens,90
zoutmolens,moutmolens,90
schepradmolens,schepradmolen,96
schepradmolens,schelpzandmolens,87
schepradmolens,schelpmolens,85
binnenkruiers,buitenkruiers,85
binnenkruiers,binnenkruinen,85
buitenkruiers,buitenkruier,96
buitenkruiers,binnenkruiers,85
middelmolens,middenslagmolens,86
waterradmolens,waterradmolen,96
waterradmolens,watermolens,88
windwatermolens,windwatermolen,97
windwatermolens,watermolens,85
poldermolens,ondermolens,87
bovenmolens,bovenmolen,95
bovenmolens,bovenslagmolens,85
ondermolens,hondenmolens,87
ondermolens,onderslagmolens,85
